415.89,925.21
427.64,923.09
310.59,907.18
267.67,901.25
295.05,902.49
225.37,897.53
281.21,897.23
272.9,895.8
154.71,896.29
194.94,895.45
583.55,893.7
319.95,893.63
223.13,888.88
359.72,892.74
587.5,885
200.33,886.14
160.78,883.19
149.27,886.51
465.03,880.66
297.15,883.35
244.48,882.5
182.32,882.59
342.25,876.96
315.15,877.19
231.18,874.94
584.47,872.07
391.1,872.09
515,868.8
649.35,868.59
442.14,875.88
181.22,869.08
628.69,870.38
323.59,867.22
201.11,862.58
298.41,861.94
211.36,863.81
247.65,860.76
277.35,859.26
438.97,860.69
346.6,857.3
132.74,857.81
167.4,857.77
473,854
397.73,857.96
361.72,853.86
660.5,850.5
241.46,850.84
487.87,854.95
386.49,848.71
310.43,849.8
258.22,849
529.5,845.5
623.21,844.64
152.38,844.38
651.5,842.5
291.31,848.88
668.19,842.81
229.81,840.51
610.37,840.82
676.89,834.07
559,835.49
531.17,838.65
469.75,835.28
341.41,834.34
447.55,834.35
220.65,832.82
224,828
320.6,832.6
566.21,843.69
205.71,828.97
134.43,828.91
706.71,830.81
236.3,826.4
127.33,832.63
487.11,828.14
125.64,820.79
482.06,819.53
346.31,821.63
641.79,819.2
247.21,817.64
692.34,818.51
607.46,816.27
417.94,814.67
361.83,813.08
368.13,812.6
192.43,815.12
431.79,811.77
290.65,809.73
140.62,808.62
104.29,803.5
710.75,803.52
730.5,800
515,799.5
272.41,801.28
376.75,799.38
216,798.5
113.65,802.16
676.88,795.59
193.01,796.91
381,791
88,792
616.16,792.85
147.61,788.09
119.65,788.98
230.38,786.02
217.59,783.51
740.71,781.94
504.82,774.12
218.38,772.69
114.65,770.48
783.41,770.55
126.11,772.96
762,766.97
462.6,763.87
120.85,764.07
660.33,762.33
269.3,759.8
59.803,767.61
639.74,761.29
245.47,759.91
228.49,759.91
698.2,754.6
494.16,755.84
303.56,754.75
120.72,755
379.14,754.89
214.58,753.25
110.58,755.15
407.74,756.14
599.54,752
152.72,749.21
697.41,748.38
682.2,747.1
439.43,746.95
111.58,745.86
167.5,744.23
418.73,741.37
251.39,741.96
93.395,740.93
465.19,738.86
242.45,738.29
179.72,737.66
856.23,736.58
726.94,737.47
140.92,736.46
133.39,735.21
798.35,734.91
411.5,730
192.88,733.42
153.37,731.76
724.5,726
782.93,726.83
566.78,727.14
418.84,726.72
845.71,727.34
729.23,723.9
458.5,718.5
163.04,719.38
930.27,717.67
789.73,717.39
147.24,717.65
105.25,716.43
98,715.33
903.86,712.61
871.03,711.65
64.2,711.88
937.08,709
825.85,709.85
888.49,708.57
624.74,710.2
197.22,709.02
101.48,706.4
1373.5,703.5
229.5,704.69
583.46,704.55
1380.3,699.5
729.5,697.5
932.32,700.14
273.54,698.9
636.31,696.04
236,697.75
949.93,694.04
906.88,694.44
856.69,695.33
982.61,692.65
126.46,692.54
830.14,690.94
669.91,685.48
564.31,684.19
1389.5,678.5
566.6,679.2
333.94,679.97
1062.7,679.31
595.87,677.55
316.73,680.39
1325.5,674.5
1029.5,674.5
930.35,677.28
993.31,673.53
120.96,673.33
1092,669.82
518.08,671.93
1078.3,671.95
214.22,667.67
1050.4,666.38
66,667.52
1007.7,666.61
1097.7,662.11
947.66,664.1
552,662.5
72,660.14
1001.1,659.55
88.722,658.83
967.76,659.57
1036,657.28
983.71,656.36
1117.7,655.21
168.86,657.04
1127,651.79
