296.33,900.98
206.57,898.24
286.32,899.64
254.61,895.81
332.92,899.84
581.64,891.29
325,890.46
223.94,890.74
299.86,887.97
384.99,888.68
239.17,886.87
208.17,884.85
590.13,883.13
141.71,883.93
323.5,882.5
258.4,881.4
190.25,882.57
153.85,882.33
463.18,881.09
364.84,877
244.95,876.67
298.05,877.08
481.46,873.13
449.83,870.28
180.72,869.56
587.14,867.57
502.2,867
434.48,871.52
220.01,867.36
495.52,864.26
510.81,869.85
168.67,865.49
633.86,865.28
129.05,856.9
660.32,858.28
458.71,858.08
137,855.12
569.48,854.9
546.5,852.5
517.88,850.25
489.76,852.35
411.58,851.51
171.27,847.58
602.63,845.53
468,844
652.5,842
366.72,843.69
288.75,845.84
249,845.55
176.67,843.5
564.87,842.96
521.78,842.24
492.45,840.87
671.57,839.73
577.07,837.41
296.19,838.55
134.76,837.14
518.5,833.13
555.05,833.81
124.07,834.48
608.9,832.64
240.31,831.83
450.26,835.69
649.29,830.15
200.76,827.6
391.09,826.09
308.49,827.41
567.29,825.91
585.9,826.88
687.53,824.44
527,820
720.2,820.28
623.67,827.88
123.41,818.88
521.43,819.67
356.63,822.15
611.34,819.61
533.85,830.28
263.64,816.64
206.88,815.29
315.29,814.31
241.77,812.59
222.63,811.63
177.35,813.4
388,808
699.55,813.19
122.7,808.85
401.5,805
343.29,806
261.5,809
106.83,806.17
370.23,805.67
378.33,803.33
716.9,804.87
641.38,811.13
411.43,802.86
523.02,806.47
184.59,803.07
569.38,804.51
159.82,802.45
338.5,800.81
196.75,798.26
118.4,798.1
131.5,795.5
217.67,794.17
661.44,797.64
158.67,790.13
229.78,788.78
740.67,787
402.09,786.33
113.83,786.46
441.58,783.42
687.92,782.63
210.94,781.6
293.76,783.03
785.24,777.05
571.62,776.47
772.62,772.35
454.71,772.47
278.75,775.73
119.09,771.27
427.8,767.04
62.172,767.59
526.16,766.92
719.59,765.52
286.8,765.98
180.17,763
198.44,757.75
132.34,759.07
329.16,757.52
56.25,758.6
434.29,758.73
108.84,756.37
567.32,755.3
664.41,753.51
159.32,752.5
216.19,749.86
698.56,750.18
385.13,749.54
176.84,749.58
655.1,749.55
119.06,748.29
135,743
718.58,744.42
99.533,744.8
581.83,742.52
616.44,742.85
520.9,740.7
593.33,743.69
665.75,740.42
676.79,737.71
140.45,739.5
93.186,739.84
749.86,735.53
429.99,737.63
840.87,734.59
719,731
129.13,732.45
694.5,731.31
717.33,728.1
365.19,726.81
789.49,730.82
835.65,723.12
724.81,721.85
618.74,718.59
879.09,714.91
204.59,718.59
510.84,714.28
933.27,713.35
247.3,712.45
103.29,711.71
819,709
491.8,708.4
219.41,712.59
470.56,716.09
864.47,718.01
407.92,704.95
99.4,704.02
1377.5,700.22
925.67,698.67
174.88,700.64
970.95,698.35
162.88,695.35
89.533,695.13
195.96,694.83
948.42,692.71
341.5,691.5
210.58,691.5
812.29,689
227.21,690.44
826,688.69
843.91,685
640,682
119.81,684.62
53.2,683
305.62,682.31
1012.4,681.93
870.33,681.26
905.34,681.17
589.07,678.05
580.9,671.9
1089.8,669.44
834.73,670.4
886.28,671.6
1012.6,668.77
997.79,671.44
664.89,666.78
919.81,667.47
1073.1,672.6
942.87,672.84
980.98,663.67
215.61,664.14
1097.3,661.3
662.5,661
480.91,661.73
60.556,662.39
935.58,662.56
605.29,659.5
88.4,657.8
1032.4,659.07
621.83,656.11
1118.1,654.24
1075.6,651.28
455.33,654.16
1128,650.5
511,651
1096.5,647
1099.5,646
1111.6,646.88
1000.5,646.5
667.37,648.39
488.5,645.5
1050.4,649.02
1116,643
1343,644.5
1114,642
556.5,643.91
1092.2,642.28
1069,640
578,637
560.97,637.38
1034.4,639.02
1078.9,634
1009.1,634.28
651,631
527,630
424.42,631.04
393.59,630.45
529.5,626.5
123.82,627.18
649.67,625.67
606.22,626.05
530,621.5
705,620
848.02,622.64
793.24,623.08
345.84,620.84
295.8,619.2
776.57,618.64
289.15,618.08
152.88,618.6
1167.1,618.52
1116.6,617.73
1068.5,616
611,615.24
1138.8,612.29
1157.6,610
1082.5,608.61
1070.9,607.36
125.03,609.98
1186.1,609.06
421.81,603.98
1173.6,602.6
1116.3,603.27
1018.5,604.82
1211,602.87
1196,601.65
918.93,603.58
578.18,601.61
1241.5,598
1125.6,599.38
1058.2,604.41
635,597
1331.2,597.46
1148,595
1087.7,598.35
1120.9,594.08
1096.5,595.93
642.5,592
637.5,592
1222.9,593.61
184.35,592.53
310.85,592.23
506.95,591.1
1188.8,592.94
1166,588.8
1213.7,587.28
1203,590.53
663.5,591.75
1183.7,584.95
1132.7,586.69
1229.6,585.46
1143.3,583.03
1181.7,579.67
476.67,580
998,578
537.44,582.84
325.72,580.59
556.17,582.08
1178.5,577.31
911.22,575.56
1197.3,578.05
1154.7,575.31
618,572
1135.3,574.56
619,570
618,568
1242.3,568.89
1167.9,569.49
1115,571.35
309.9,565.06
1180.8,562.63
1145.9,563.84
951.59,559.12
702.14,556.5
239.33,555.56
1388.2,550.4
459.86,552.51
351.74,545.52
787.85,547.01
1049.2,543.71
691.27,543.55
468,538
464.29,539
1153.5,538.92
1062.1,533.66
1026.6,529.43
1141,526.5
478.75,524.38
1130.1,524.3
922.52,526.07
470.6,522.6
771.42,521.45
608,518.75
690.79,522.65
479.64,518.41
1311.5,515.5
1003.2,515.95
639.31,514.68
723.41,512.24
960.67,505.33
496.87,506.45
1065.5,499.21
740.33,497.67
849.15,498.68
214.79,499.16
541.78,491.57
1095.5,488.81
596.05,489.42
611,479
804.56,480.11
1109.9,477.77
784.93,471.59
607.88,473.07
605,466.25
492.2,468.34
570.68,468.41
609.05,461.75
779.98,463.16
502.72,461.65
301.76,459.44
853,454.71
575.77,456
618.4,451.4
580.85,452.43
463.55,453.7
795.12,447.76
644.79,439.38
759.5,440.42
369.5,438.5
805,432.75
560.33,433.39
506.2,436.95
847.55,431.94
563.3,427.41
922.28,427.04
625.49,427.3
901,423.2
667.5,422.08
708.44,421.18
894.69,407.07
1289.5,404
1131.3,404.1
538.41,403.85
647.03,403.31
691.19,402.51
987.64,396.66
1122.6,391.45
710.56,394.96
1382.6,390.84
953.35,387.55
667.36,388.51
424.66,388.59
622,383.5
698.5,383
992.22,381.08
713.94,375.06
729.54,371.15
862.79,362.53
671.02,362.71
821.07,364.21
652.67,357.33
1349.7,354.67
1239.3,357.81
898.04,349.31
755.47,345.26
1057.3,336.5
864.03,317.35
698,316.09
1027.5,313.9
732.92,309.7
675,303.5
672.67,299.33
1016.3,301.51
679.6,298.2
673.5,294
1208.4,290.62
759.03,293.92
742,286
746.41,289.93
653.53,281.05
1210.8,270.17
1309.3,266.25
619.57,272.11
1125,263.1
1312.5,259
932.96,253.11
938.5,251
1135.8,247.17
1283.3,243.67
1122.9,245.93
1197.3,242.2
1036.4,239.97
1070.3,238.7
1076.6,232.62
1185,227
845.85,227.81
758.19,225.75
1228.4,219.4
686.82,215.23
1082.1,203.07
920,199.24
683.89,196.54
1032.6,195.92
666.22,197.66
928.09,195
1011.3,189.33
1063.6,184.45
1205,178.5
1084.7,178.17
638.69,179.17
679.66,177.84
1065,167
1061,164.5
729.46,163.8
988.71,165.37
1014.9,164.74
650.57,165.26
640.52,161.38
634,157
688.06,157.57
1056.3,153.34
683.92,149.08
1132,145.5
745,145
750,144
1019,142.5
700.24,145.96
956.5,141
945.5,142
1033.4,144.42
1004.2,137.45
1201.9,134.55
796.77,134.91
670.05,135.33
739.75,133.59
1021,133.12
771.99,132.88
721.48,130.38
1104.6,128.65
1027.6,128.29
669.16,126.42
1034,123.5
1150.2,123.79
1054.2,120.83
681.13,121.33
990.3,118.1
731.33,111.67
725.94,112.66
1013.7,111.46
1010.9,102.35
1143,99
1016.1,83.364
1379,74.5
1380.3,69.556
1175.8,67.4
1391,60
1219.9,28.333
1227.3,26.205
